C-SDB_TIT-0;C-W96-0;C-SDB_BBTR-0;F-ANK;F-UEB
202011;W96-4;4;857;8104
202011;W96-4;70;53;267
202011;W96-4;81;36;101
202011;W96-4;73;23;437
202011;W96-4;71;1496;37191
202011;W96-4;76;718;14088
202011;W96-4;84;2002;6136
202011;W96-4;60;1227;7175
202011;W96-4;61;491;2972
202011;W96-4;86;499;3513
202011;W96-4;87;233;1226
202011;W96-5;1;7066;18396
202011;W96-5;2;7137;19700
202011;W96-5;3;2714;8439
202011;W96-5;4;612;5059
202011;W96-5;70;40;1383
202011;W96-5;81;99;1034
202011;W96-5;73;363;960
202011;W96-5;71;766;15822
202011;W96-5;76;935;18778
202011;W96-5;83;3853;3867
202011;W96-5;84;555;2449
202011;W96-5;60;679;6429
202011;W96-5;61;205;3663
202011;W96-5;86;833;10747
202011;W96-5;87;179;3767
202011;W96-6;1;9079;46028
202011;W96-6;2;12013;37171
202011;W96-6;3;1688;5960
202011;W96-6;4;686;6025
202011;W96-6;70;538;1334
202011;W96-6;81;121;1821
202011;W96-6;73;0;12
202011;W96-6;71;536;13569
202011;W96-6;76;1224;25546
202011;W96-6;83;0;64
202011;W96-6;84;835;10199
202011;W96-6;60;936;7528
202011;W96-6;61;381;2085
202011;W96-6;86;740;8959
202011;W96-6;87;181;1749
202011;W96-7;1;9622;36482
202011;W96-7;2;9607;28452
202011;W96-7;3;3214;19092
202011;W96-7;4;2294;16561
202011;W96-7;70;96;658
202011;W96-7;81;74;758
202011;W96-7;73;3;24
202011;W96-7;71;164;2944
202011;W96-7;76;81;1730
202011;W96-7;83;5;5
202011;W96-7;84;291;1131
202011;W96-7;60;821;8509
202011;W96-7;61;320;3240
202011;W96-7;86;2290;31871
202011;W96-7;87;480;7059
202011;W96-8;1;4993;12914
202011;W96-8;2;2520;5858
202011;W96-8;3;939;2836
202011;W96-8;4;180;1262
202011;W96-8;70;93;1236
202011;W96-8;81;0;630
202011;W96-8;76;2;3
202011;W96-8;84;47;355
202011;W96-8;60;277;1680
202011;W96-8;61;10;31
202011;W96-8;86;295;4149
202011;W96-8;87;17;67
202011;W96-9;1;15773;37912
202011;W96-9;2;10117;28827
202011;W96-9;3;2000;6691
202011;W96-9;4;1897;11122
202011;W96-9;81;283;1065
202011;W96-9;60;111;1267
202011;W96-9;86;603;5248
202012;W96-1;1;594;2209
202012;W96-1;2;1510;4758
202012;W96-1;3;381;1647
202012;W96-1;4;23;181
202012;W96-1;81;32;108
202012;W96-1;71;255;7546
202012;W96-1;76;627;10180
202012;W96-1;84;43;74
202012;W96-1;60;175;577
202012;W96-1;61;40;96
202012;W96-1;86;130;893
202012;W96-1;87;18;109
202012;W96-2;1;3214;15101
202012;W96-2;2;3442;12566
202012;W96-2;3;836;4718
202012;W96-2;4;286;2160
202012;W96-2;70;45;424
202012;W96-2;81;100;782
202012;W96-2;73;8;16
202012;W96-2;71;613;13047
202012;W96-2;76;436;9049
202012;W96-2;84;118;876
202012;W96-2;60;312;2367
202012;W96-2;61;31;301
202012;W96-2;86;268;4552
202012;W96-2;87;53;586
202012;W96-3;1;10273;35322
202012;W96-3;2;10092;27504
202012;W96-3;3;3771;12932
202012;W96-3;4;308;3680
202012;W96-3;70;106;416
202012;W96-3;81;69;310
202012;W96-3;71;516;14106
202012;W96-3;76;1747;36797
202012;W96-3;83;48;48
202012;W96-3;84;1244;8026
202012;W96-3;60;1782;7725
202012;W96-3;61;690;3130
202012;W96-3;86;501;3755
202012;W96-3;87;200;1288
202012;W96-4;1;5665;18191
202012;W96-4;2;5733;14821
202012;W96-4;3;3586;14067
202012;W96-4;4;590;6416
202012;W96-4;70;35;48
202012;W96-4;81;14;39
202012;W96-4;73;11;22
202012;W96-4;71;1150;26486
202012;W96-4;76;537;10311
202012;W96-4;84;1444;4383
202012;W96-4;60;678;5084
202012;W96-4;61;252;1575
202012;W96-4;86;363;2252
202012;W96-4;87;129;865
202012;W96-5;1;5105;13559
202012;W96-5;2;4308;12404
202012;W96-5;3;2060;6214
202012;W96-5;4;291;2617
202012;W96-5;70;124;1470
202012;W96-5;81;25;95
202012;W96-5;73;398;2647
202012;W96-5;71;579;13091
202012;W96-5;76;704;13015
202012;W96-5;83;4;16
202012;W96-5;84;296;1167
202012;W96-5;60;346;4358
202012;W96-5;61;103;1834
202012;W96-5;86;631;6352
202012;W96-5;87;78;1733
202012;W96-6;1;4875;25562
202012;W96-6;2;7344;25329
202012;W96-6;3;2675;5499
202012;W96-6;4;781;5124
202012;W96-6;70;177;1202
202012;W96-6;81;22;561
202012;W96-6;71;517;13792
202012;W96-6;76;1007;22398
202012;W96-6;84;453;6907
202012;W96-6;60;670;4727
202012;W96-6;61;205;1323
202012;W96-6;86;575;6040
202012;W96-6;87;133;982
202012;W96-7;1;7380;26939
202012;W96-7;2;5989;18370
202012;W96-7;3;2154;13941
202012;W96-7;4;1486;9801
202012;W96-7;70;15;396
202012;W96-7;81;7;483
202012;W96-7;73;11;112
202012;W96-7;71;181;2994
202012;W96-7;76;51;1142
202012;W96-7;83;12;35
202012;W96-7;84;196;618
202012;W96-7;60;403;4251
202012;W96-7;61;102;1665
202012;W96-7;86;906;16180
202012;W96-7;87;174;3470
202012;W96-8;1;2287;5474
202012;W96-8;2;1608;3525
202012;W96-8;3;798;2048
202012;W96-8;4;47;319
202012;W96-8;70;46;336
202012;W96-8;81;0;651
202012;W96-8;76;1;4
202012;W96-8;84;48;467
202012;W96-8;60;150;1062
202012;W96-8;61;3;6
202012;W96-8;86;177;2169
202012;W96-8;87;9;101
202012;W96-9;1;13483;33429
202012;W96-9;2;7693;26171
202012;W96-9;3;688;2362
202012;W96-9;4;1457;9202
202012;W96-9;81;275;1292
202012;W96-9;60;80;612
202012;W96-9;86;429;3314
202101;W96-1;1;465;2405
202101;W96-1;2;1300;4783
202101;W96-1;3;320;960
202101;W96-1;4;20;223
202101;W96-1;81;82;171
202101;W96-1;71;312;7567
202101;W96-1;76;661;11051
202101;W96-1;84;98;224
202101;W96-1;60;180;1213
202101;W96-1;61;46;114
202101;W96-1;86;106;721
202101;W96-1;87;17;87
202101;W96-2;1;3868;21189
202101;W96-2;2;3557;13369
202101;W96-2;3;1037;6285
202101;W96-2;4;364;2788
202101;W96-2;70;56;350
202101;W96-2;81;86;347
202101;W96-2;73;2;6
202101;W96-2;71;809;15853
202101;W96-2;76;558;10122
202101;W96-2;84;259;1333
202101;W96-2;60;379;2820
202101;W96-2;61;43;256
202101;W96-2;86;513;5503
202101;W96-2;87;70;648
202101;W96-3;1;9573;35306
202101;W96-3;2;10022;27724
202101;W96-3;3;3452;12466
202101;W96-3;4;328;3263
202101;W96-3;70;94;359
202101;W96-3;81;102;376
202101;W96-3;71;820;14917
202101;W96-3;76;1826;37065
202101;W96-3;84;996;6253
202101;W96-3;60;1728;7651
202101;W96-3;61;478;1873
202101;W96-3;86;564;2973
202101;W96-3;87;102;904
202101;W96-4;1;5596;20023
202101;W96-4;2;6181;18153
202101;W96-4;3;2855;10573
202101;W96-4;4;542;5978
202101;W96-4;81;19;81
202101;W96-4;73;11;42
202101;W96-4;71;1569;33572
202101;W96-4;76;570;11351
202101;W96-4;84;2367;6616
202101;W96-4;60;822;4087
202101;W96-4;61;228;1174
202101;W96-4;86;345;2209
202101;W96-4;87;74;577
202101;W96-5;1;5992;13425
202101;W96-5;2;5079;14789
202101;W96-5;3;1810;6983
202101;W96-5;4;619;3184
202101;W96-5;70;134;1921
202101;W96-5;81;35;241
202101;W96-5;73;184;2764
202101;W96-5;71;638;14398
202101;W96-5;76;1091;19000
202101;W96-5;84;255;1145
202101;W96-5;60;427;3603
202101;W96-5;61;168;1714
202101;W96-5;86;679;5687
202101;W96-5;87;192;1797
202101;W96-6;1;5411;29633
202101;W96-6;2;9159;25277
202101;W96-6;3;1657;4423
202101;W96-6;4;901;4745
202101;W96-6;70;262;1953
202101;W96-6;81;93;328
202101;W96-6;71;354;8951
202101;W96-6;76;1038;23000
202101;W96-6;83;9;9
202101;W96-6;84;557;8046
202101;W96-6;60;841;5483
202101;W96-6;61;146;885
202101;W96-6;86;626;4878
202101;W96-6;87;188;1092
202101;W96-7;1;8075;30105
202101;W96-7;2;6389;17963
202101;W96-7;3;2144;12950
202101;W96-7;4;1338;7891
202101;W96-7;70;18;270
202101;W96-7;81;4;97
202101;W96-7;73;32;131
202101;W96-7;71;166;3032
202101;W96-7;76;69;1198
202101;W96-7;84;399;1118
202101;W96-7;60;492;3992
202101;W96-7;61;184;1591
202101;W96-7;86;1271;14014
202101;W96-7;87;249;2327
202101;W96-8;1;2632;5893
202101;W96-8;2;1398;3282
202101;W96-8;3;632;1773
202101;W96-8;4;76;351
202101;W96-8;70;102;555
202101;W96-8;81;0;651
202101;W96-8;76;2;6
202101;W96-8;84;237;844
202101;W96-8;60;171;1031
202101;W96-8;61;6;39
202101;W96-8;86;183;1862
202101;W96-8;87;1;1
202101;W96-9;1;10093;25472
202101;W96-9;2;6408;18386
202101;W96-9;3;545;1780
202101;W96-9;4;1241;8728
202101;W96-9;81;206;1088
202101;W96-9;60;58;484
202101;W96-9;86;305;2763
202102;W96-1;1;673;2666
202102;W96-1;2;1818;7037
202102;W96-1;3;399;1945
202102;W96-1;4;11;50
202102;W96-1;81;70;139
202102;W96-1;71;333;8658
202102;W96-1;76;750;11340
202102;W96-1;84;64;136
202102;W96-1;60;212;1178
202102;W96-1;61;68;184
202102;W96-1;86;192;1084
202102;W96-1;87;23;106
202102;W96-2;1;5141;22983
202102;W96-2;2;4433;15391
202102;W96-2;3;1261;7788
202102;W96-2;4;319;3663
202102;W96-2;70;53;232
202102;W96-2;81;368;986
202102;W96-2;71;768;16256
202102;W96-2;76;529;9956
202102;W96-2;84;291;1636
202102;W96-2;60;476;3374
202102;W96-2;61;41;192
202102;W96-2;86;559;7880
202102;W96-2;87;85;824
202102;W96-3;1;9130;34987
202102;W96-3;2;13910;39065
202102;W96-3;3;4638;16356
202102;W96-3;4;408;3872
202102;W96-3;70;61;313
202102;W96-3;81;75;360
202102;W96-3;71;762;17526
202102;W96-3;76;1907;38100
202102;W96-3;84;1511;7833
202102;W96-3;60;2262;9552
202102;W96-3;61;710;3064
202102;W96-3;86;636;2938
202102;W96-3;87;124;1162
202102;W96-4;1;7063;24212
202102;W96-4;2;9442;24977
202102;W96-4;3;4248;15272
202102;W96-4;4;738;6029
202102;W96-4;70;3;17
202102;W96-4;81;46;140
202102;W96-4;71;1391;34823
202102;W96-4;76;600;10664
202102;W96-4;84;2356;6729
202102;W96-4;60;972;5183
202102;W96-4;61;383;2214
202102;W96-4;86;428;3017
202102;W96-4;87;168;1120
202102;W96-5;1;7656;15134
202102;W96-5;2;6826;18530
202102;W96-5;3;2140;7562
202102;W96-5;4;673;3254
202102;W96-5;70;245;2055
202102;W96-5;81;24;226
202102;W96-5;73;125;407
202102;W96-5;71;635;16444
202102;W96-5;76;1073;20677
202102;W96-5;83;4;4
202102;W96-5;84;162;1137
202102;W96-5;60;520;4128
202102;W96-5;61;217;2280
202102;W96-5;86;795;6876
202102;W96-5;87;191;2548
202102;W96-6;1;6721;33119
202102;W96-6;2;10615;32326
202102;W96-6;3;1564;4866
202102;W96-6;4;861;5559
202102;W96-6;70;43;308
202102;W96-6;81;140;551
202102;W96-6;71;507;13043
202102;W96-6;76;1039;23925
202102;W96-6;83;19;21
202102;W96-6;84;626;8086
202102;W96-6;60;1007;7142
202102;W96-6;61;226;1347
202102;W96-6;86;701;7053
202102;W96-6;87;141;1111
202102;W96-7;1;5692;24510
202102;W96-7;2;5903;19284
202102;W96-7;3;2136;13311
202102;W96-7;4;1461;9599
202102;W96-7;70;19;189
202102;W96-7;81;12;127
202102;W96-7;73;2;41
202102;W96-7;71;171;2750
202102;W96-7;76;91;1996
202102;W96-7;84;420;1194
202102;W96-7;60;445;5022
202102;W96-7;61;186;2375
202102;W96-7;86;1141;16139
202102;W96-7;87;273;3448
202102;W96-8;1;3665;9579
202102;W96-8;2;1955;5122
202102;W96-8;3;696;1989
202102;W96-8;4;69;433
202102;W96-8;70;57;301
202102;W96-8;81;21;651
202102;W96-8;73;39;105
202102;W96-8;76;1;2
202102;W96-8;84;232;624
202102;W96-8;60;194;1420
202102;W96-8;61;0;2
202102;W96-8;86;285;2535
202102;W96-8;87;22;108
202102;W96-9;1;12715;28250
202102;W96-9;2;8131;21726
202102;W96-9;3;1021;3336
202102;W96-9;4;1691;9794
202102;W96-9;81;432;1588
202102;W96-9;60;73;628
202102;W96-9;86;473;4370
202103;W96-1;1;1036;3892
202103;W96-1;2;2856;8495
202103;W96-1;3;676;4192
202103;W96-1;4;24;196
202103;W96-1;70;496;992
202103;W96-1;81;109;229
202103;W96-1;71;373;9631
202103;W96-1;76;909;14157
202103;W96-1;84;111;239
202103;W96-1;60;421;1311
202103;W96-1;61;137;297
202103;W96-1;86;291;1883
202103;W96-1;87;21;143
202103;W96-2;1;6534;28987
202103;W96-2;2;5900;20897
202103;W96-2;3;1846;9370
202103;W96-2;4;497;5622
202103;W96-2;70;61;196
202103;W96-2;81;407;1109
202103;W96-2;71;900;18236
202103;W96-2;76;687;12719
202103;W96-2;84;513;2896
202103;W96-2;60;514;3709
202103;W96-2;61;92;610
202103;W96-2;86;542;8769
202103;W96-2;87;136;1178
202103;W96-3;1;14843;50762
202103;W96-3;2;17536;48319
202103;W96-3;3;5951;21673
202103;W96-3;4;463;3937
202103;W96-3;70;92;436
202103;W96-3;81;98;470
202103;W96-3;71;971;19852
202103;W96-3;76;2208;43320
202103;W96-3;83;3;29
202103;W96-3;84;2252;10341
202103;W96-3;60;2571;10781
202103;W96-3;61;1125;4724
202103;W96-3;86;947;4023
202103;W96-3;87;217;1639
202103;W96-4;1;9832;31014
202103;W96-4;2;12128;31196
202103;W96-4;3;5775;20353
202103;W96-4;4;987;8880
202103;W96-4;70;21;104
202103;W96-4;81;178;496
202103;W96-4;71;1883;37478
202103;W96-4;76;795;13547
202103;W96-4;84;3068;8131
202103;W96-4;60;1156;7756
202103;W96-4;61;559;3913
202103;W96-4;86;564;3971
202103;W96-4;87;291;1904
202103;W96-5;1;8918;18871
202103;W96-5;2;8606;24386
202103;W96-5;3;3345;10785
202103;W96-5;4;543;4074
202103;W96-5;70;166;1626
202103;W96-5;81;19;57
202103;W96-5;73;192;339
202103;W96-5;71;913;17797
202103;W96-5;76;1263;22308
202103;W96-5;83;8;24
202103;W96-5;84;300;918
202103;W96-5;60;666;4653
202103;W96-5;61;233;3005
202103;W96-5;86;688;6919
202103;W96-5;87;232;3793
202103;W96-6;1;9690;41194
202103;W96-6;2;14642;41372
202103;W96-6;3;2307;6656
202103;W96-6;4;1071;6164
202103;W96-6;70;706;2229
202103;W96-6;81;283;714
202103;W96-6;71;621;15776
202103;W96-6;76;1230;26969
202103;W96-6;84;1068;10206
202103;W96-6;60;1210;9221
202103;W96-6;61;410;2720
202103;W96-6;86;772;7418
202103;W96-6;87;167;1601
202103;W96-7;1;8108;29423
202103;W96-7;2;6952;20387
202103;W96-7;3;3129;18198
202103;W96-7;4;1335;9525
202103;W96-7;70;22;194
202103;W96-7;81;50;400
202103;W96-7;73;6;102
202103;W96-7;71;184;3084
202103;W96-7;76;49;1715
202103;W96-7;84;486;1145
202103;W96-7;60;498;6284
202103;W96-7;61;197;3351
202103;W96-7;86;1150;19556
202103;W96-7;87;322;4596
202103;W96-8;1;5900;13374
202103;W96-8;2;3149;8061
202103;W96-8;3;1286;3820
202103;W96-8;4;119;671
202103;W96-8;70;62;271
202103;W96-8;81;28;47
202103;W96-8;73;11;26
202103;W96-8;76;1;3
202103;W96-8;84;454;1237
202103;W96-8;60;210;1429
202103;W96-8;61;12;62
202103;W96-8;86;372;3011
202103;W96-8;87;28;171
202103;W96-9;1;17270;39082
202103;W96-9;2;10930;28452
202103;W96-9;3;1478;5127
202103;W96-9;4;1710;10702
202103;W96-9;81;352;1496
202103;W96-9;60;73;510
202103;W96-9;86;498;3676
202104;W96-1;1;967;4004
202104;W96-1;2;2406;7309
202104;W96-1;3;527;4228
202104;W96-1;4;32;150
202104;W96-1;70;1689;3378
202104;W96-1;81;72;193
202104;W96-1;71;340;9210
202104;W96-1;76;1126;18309
202104;W96-1;84;79;180
202104;W96-1;60;389;1206
202104;W96-1;61;83;196
202104;W96-1;86;307;1778
202104;W96-1;87;24;173
202104;W96-2;1;5476;22084
202104;W96-2;2;5337;17125
202104;W96-2;3;1659;7811
202104;W96-2;4;525;4870
202104;W96-2;70;187;1701
202104;W96-2;81;440;2024
202104;W96-2;73;7;19
202104;W96-2;71;894;18397
202104;W96-2;76;684;12911
202104;W96-2;84;404;2467
202104;W96-2;60;461;3329
202104;W96-2;61;91;666
202104;W96-2;86;691;8461
202104;W96-2;87;104;1009
202104;W96-3;1;15966;56632
202104;W96-3;2;14719;39143
202104;W96-3;3;5376;18507
202104;W96-3;4;456;4061
202104;W96-3;70;82;475
202104;W96-3;81;124;523
202104;W96-3;71;893;19576
202104;W96-3;76;2141;42158
202104;W96-3;83;0;14
202104;W96-3;84;1899;8749
202104;W96-3;60;2253;9863
202104;W96-3;61;954;4497
202104;W96-3;86;661;3813
202104;W96-3;87;281;2807
202104;W96-4;1;9995;31338
202104;W96-4;2;12463;31633
202104;W96-4;3;5156;18416
202104;W96-4;4;763;7998
202104;W96-4;70;23;104
202104;W96-4;81;161;455
202104;W96-4;71;1717;40720
202104;W96-4;76;771;14724
202104;W96-4;84;2756;7184
202104;W96-4;60;1186;7068
202104;W96-4;61;508;3235
202104;W96-4;86;660;3735
202104;W96-4;87;247;1832
202104;W96-5;1;9531;17830
202104;W96-5;2;7404;18787
202104;W96-5;3;3275;10601
202104;W96-5;4;643;3529
202104;W96-5;70;126;958
202104;W96-5;73;219;742
202104;W96-5;71;717;18481
202104;W96-5;76;1001;20330
202104;W96-5;84;386;1482
202104;W96-5;60;611;4115
202104;W96-5;61;204;2956
202104;W96-5;86;582;6760
202104;W96-5;87;149;3268
202104;W96-6;1;10126;43844
202104;W96-6;2;13337;35490
202104;W96-6;3;2024;6502
202104;W96-6;4;761;5571
202104;W96-6;70;1005;2659
202104;W96-6;81;238;610
202104;W96-6;71;569;14293
202104;W96-6;76;1129;25177
202104;W96-6;83;5;57
202104;W96-6;84;780;8494
202104;W96-6;60;1198;8740
202104;W96-6;61;308;2090
202104;W96-6;86;653;6811
202104;W96-6;87;139;1146
202104;W96-7;1;9057;29808
202104;W96-7;2;8062;22350
202104;W96-7;3;3416;17167
202104;W96-7;4;1190;8354
202104;W96-7;70;42;250
202104;W96-7;81;24;231
202104;W96-7;73;9;192
202104;W96-7;71;180;2983
202104;W96-7;76;33;943
202104;W96-7;84;513;1190
202104;W96-7;60;569;6144
202104;W96-7;61;294;2758
202104;W96-7;86;1519;21489
202104;W96-7;87;310;4687
202104;W96-8;1;5988;12327
202104;W96-8;2;3388;7902
202104;W96-8;3;1305;3509
202104;W96-8;4;94;573
202104;W96-8;70;69;380
202104;W96-8;81;12;654
202104;W96-8;76;1;5
202104;W96-8;84;272;1065
202104;W96-8;60;218;1328
202104;W96-8;61;3;27
202104;W96-8;86;405;3482
202104;W96-8;87;27;553
202104;W96-9;1;13905;33239
202104;W96-9;2;7668;20805
202104;W96-9;3;2284;6795
202104;W96-9;4;2451;16231
202104;W96-9;81;249;1143
202104;W96-9;60;61;572
202104;W96-9;86;457;3548
202105;W96-1;1;19090;47504
202105;W96-1;2;9858;24024
202105;W96-1;3;2277;7498
202105;W96-1;4;715;2228
202105;W96-1;70;10104;28754
202105;W96-1;81;133;304
202105;W96-1;71;320;9510
202105;W96-1;76;1184;20978
202105;W96-1;84;290;612
202105;W96-1;60;2190;5573
202105;W96-1;61;1167;3123
202105;W96-1;86;1948;7035
202105;W96-1;87;312;1282
202105;W96-2;1;36075;108204
202105;W96-2;2;17230;46524
202105;W96-2;3;4976;14666
202105;W96-2;4;6263;26587
202105;W96-2;70;15726;105493
202105;W96-2;81;783;2986
202105;W96-2;73;65;118
202105;W96-2;71;950;19309
202105;W96-2;76;725;13490
202105;W96-2;83;39;74
202105;W96-2;84;1430;5801
202105;W96-2;60;1525;6369
202105;W96-2;61;472;2188
202105;W96-2;86;4252;23966
202105;W96-2;87;1338;6107
202105;W96-3;1;36046;92848
202105;W96-3;2;28872;63697
202105;W96-3;3;10882;27321
202105;W96-3;4;1301;5819
202105;W96-3;70;4007;10758
202105;W96-3;81;267;845
202105;W96-3;71;848;20178
202105;W96-3;76;2064;43550
202105;W96-3;83;424;500
202105;W96-3;84;3965;13224
202105;W96-3;60;4991;16210
202105;W96-3;61;3046;9389
202105;W96-3;86;1959;7095
202105;W96-3;87;1227;4000
202105;W96-4;1;38807;97693
202105;W96-4;2;24653;52140
202105;W96-4;3;10035;28536
202105;W96-4;4;3373;15332
202105;W96-4;70;5199;14235
202105;W96-4;81;885;2373
202105;W96-4;73;242;605
202105;W96-4;71;1729;44868
202105;W96-4;76;1177;17099
202105;W96-4;83;1344;1400
202105;W96-4;84;4319;11212
202105;W96-4;60;2745;10945
202105;W96-4;61;1466;6015
202105;W96-4;86;2691;9651
202105;W96-4;87;1846;6700
202105;W96-5;1;58642;150257
202105;W96-5;2;27154;65915
202105;W96-5;3;8030;21628
202105;W96-5;4;10224;38030
202105;W96-5;70;7103;25049
202105;W96-5;81;567;1582
202105;W96-5;73;742;2090
202105;W96-5;71;998;19905
202105;W96-5;76;987;21262
202105;W96-5;83;163;913
202105;W96-5;84;899;3506
202105;W96-5;60;2086;8946
202105;W96-5;61;1667;8584
202105;W96-5;86;6647;29420
202105;W96-5;87;4068;18454
202105;W96-6;1;55088;151499
202105;W96-6;2;35080;89142
202105;W96-6;3;6006;14640
202105;W96-6;4;9999;36791
202105;W96-6;70;7240;24847
202105;W96-6;81;1320;2802
202105;W96-6;73;264;566
202105;W96-6;71;557;14567
202105;W96-6;76;1320;26381
202105;W96-6;83;474;729
202105;W96-6;84;2263;12632
202105;W96-6;60;4719;18745
202105;W96-6;61;4487;13171
202105;W96-6;86;5456;22904
202105;W96-6;87;2318;8409
202105;W96-7;1;79071;235788
202105;W96-7;2;26361;72627
202105;W96-7;3;11527;39512
202105;W96-7;4;11945;48045
202105;W96-7;70;15461;56994
202105;W96-7;81;240;566
202105;W96-7;73;276;1110
202105;W96-7;71;163;3073
202105;W96-7;76;73;1037
202105;W96-7;83;954;1280
202105;W96-7;84;1677;4893
202105;W96-7;60;2987;14026
202105;W96-7;61;1586;7539
202105;W96-7;86;15208;75345
202105;W96-7;87;4667;23282
202105;W96-8;1;16707;42974
202105;W96-8;2;9889;26590
202105;W96-8;3;2782;8711
202105;W96-8;4;4225;16393
202105;W96-8;70;4492;16114
202105;W96-8;81;16;679
202105;W96-8;73;130;423
202105;W96-8;83;48;48
202105;W96-8;84;1231;3903
202105;W96-8;60;892;3448
202105;W96-8;61;153;561
202105;W96-8;86;5069;23029
202105;W96-8;87;1084;4641
202105;W96-9;1;37934;77541
202105;W96-9;2;19886;42063
202105;W96-9;3;3116;6545
202105;W96-9;4;3672;18202
202105;W96-9;70;359;1729
202105;W96-9;81;324;1090
202105;W96-9;60;141;579
202105;W96-9;86;953;5513
202106;W96-1;1;42299;117536
202106;W96-1;2;25002;61302
202106;W96-1;3;6141;15945
202106;W96-1;4;1747;5751
202106;W96-1;70;18760;57723
202106;W96-1;81;244;438
202106;W96-1;73;5;5
202106;W96-1;71;388;9352
202106;W96-1;76;1291;19202
202106;W96-1;84;670;1719
202106;W96-1;60;5884;16694
202106;W96-1;61;2737;8198
202106;W96-1;86;4242;16910
202106;W96-1;87;648;2814
202106;W96-2;1;93920;327264
202106;W96-2;2;60322;174463
202106;W96-2;3;14891;43826
202106;W96-2;4;20234;103032
202106;W96-2;70;56187;328528
202106;W96-2;81;2312;6854
202106;W96-2;73;300;1392
202106;W96-2;71;1114;19202
202106;W96-2;76;885;14315
202106;W96-2;83;1203;1327
202106;W96-2;84;4176;16903
202106;W96-2;60;4636;18627
202106;W96-2;61;1328;6561
202106;W96-2;86;12761;79600
202106;W96-2;87;2955;17945
202106;W96-3;1;70439;160685
202106;W96-3;2;52902;109914
202106;W96-3;3;17439;40938
202106;W96-3;4;3133;10341
202106;W96-3;70;14326;36242
202106;W96-3;81;971;2044
202106;W96-3;71;890;18690
202106;W96-3;76;2449;44139
202106;W96-3;83;2039;3024
202106;W96-3;84;7692;21516
202106;W96-3;60;9507;27028
202106;W96-3;61;6858;18711
202106;W96-3;86;4471;14051
202106;W96-3;87;2320;7893
202106;W96-4;1;79215;206789
202106;W96-4;2;53477;115726
202106;W96-4;3;19497;49802
202106;W96-4;4;7523;30813
202106;W96-4;70;19103;56454
202106;W96-4;81;2435;4939
202106;W96-4;73;688;1768
202106;W96-4;71;2038;42475
202106;W96-4;76;2160;20807
202106;W96-4;83;4945;5326
202106;W96-4;84;8095;19727
202106;W96-4;60;5581;18952
202106;W96-4;61;3079;11158
202106;W96-4;86;7221;28642
202106;W96-4;87;3760;16151
202106;W96-5;1;145563;456844
202106;W96-5;2;81959;225937
202106;W96-5;3;19635;46944
202106;W96-5;4;24548;113975
202106;W96-5;70;21173;82333
202106;W96-5;81;1976;4778
202106;W96-5;73;2070;5769
202106;W96-5;71;809;20511
202106;W96-5;76;1202;20437
202106;W96-5;83;2262;7343
202106;W96-5;84;3169;11774
202106;W96-5;60;6382;26112
202106;W96-5;61;4009;20831
202106;W96-5;86;18461;96168
202106;W96-5;87;8658;47661
202106;W96-6;1;121512;340193
202106;W96-6;2;82936;216366
202106;W96-6;3;15700;36508
202106;W96-6;4;22309;86143
202106;W96-6;70;25432;75142
202106;W96-6;81;3959;8661
202106;W96-6;73;625;1421
202106;W96-6;71;645;15968
202106;W96-6;76;1982;30303
202106;W96-6;83;5006;6265
202106;W96-6;84;4572;18507
202106;W96-6;60;10925;36837
202106;W96-6;61;10120;31257
202106;W96-6;86;13083;57358
202106;W96-6;87;4891;20719
202106;W96-7;1;214282;770826
202106;W96-7;2;86179;269210
202106;W96-7;3;42431;131453
202106;W96-7;4;33394;158979
202106;W96-7;70;48527;176592
202106;W96-7;81;915;2161
202106;W96-7;73;500;2146
202106;W96-7;71;176;2989
202106;W96-7;76;43;1111
202106;W96-7;83;20499;27057
202106;W96-7;84;4239;13271
202106;W96-7;60;9741;40597
202106;W96-7;61;4279;20965
202106;W96-7;86;38971;229776
202106;W96-7;87;9151;56343
202106;W96-8;1;35759;109437
202106;W96-8;2;21552;68756
202106;W96-8;3;6811;20138
202106;W96-8;4;7226;34622
202106;W96-8;70;11701;42520
202106;W96-8;81;239;1220
202106;W96-8;73;233;555
202106;W96-8;76;17;67
202106;W96-8;83;2649;2792
202106;W96-8;84;3309;9979
202106;W96-8;60;1754;8019
202106;W96-8;61;254;1311
202106;W96-8;86;11082;60560
202106;W96-8;87;1808;10184
202106;W96-9;1;83248;176674
202106;W96-9;2;46447;97503
202106;W96-9;3;10625;21859
202106;W96-9;4;8743;34915
202106;W96-9;70;524;1478
202106;W96-9;81;3586;6915
202106;W96-9;60;696;2859
202106;W96-9;86;3646;18736
202107;W96-1;1;51815;147207
202107;W96-1;2;39087;92293
202107;W96-1;3;10381;26448
202107;W96-1;4;3913;11639
202107;W96-1;70;25271;83849
202107;W96-1;81;292;658
202107;W96-1;73;102;679
202107;W96-1;71;382;10660
202107;W96-1;76;1253;19326
202107;W96-1;84;2188;7799
202107;W96-1;60;8250;24153
202107;W96-1;61;3282;10121
202107;W96-1;86;7602;31747
202107;W96-1;87;937;4593
202107;W96-2;1;142478;576052
202107;W96-2;2;127094;430719
202107;W96-2;3;33545;107564
202107;W96-2;4;45724;282926
202107;W96-2;70;117706;712462
202107;W96-2;81;7649;20830
202107;W96-2;73;1543;11925
